cycle,name,latent_period
28,Staff41,8
122,Staff167,3
125,Residents53,6
169,Residents49,4
242,Residents11,7
266,Residents50,3
316,Residents48,3
475,Staff104,9
476,Staff159,4
642,Staff114,4
642,Staff22,4
667,Staff154,4
