seed,cycle,LastInfection,I,E,S_r,I_r,I_s,E_s,H,Cumulative_I,Cumulative_I_r,Cumulative_I_s,Cumulative_H,D,Tests_r,Tests_s,GlobalShedding_p,Introduction_p,TestingFreq,Test_sensitivity,PPE_OR,Vaccination_OR_S,vaccination_dist,VaccineEff
90.0,8,0,0,0,174,0,0,0,0,0,0,0,0,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,32,0,1,1,173,1,0,0,0,0,0,0,0,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,56,49,2,3,172,1,1,1,0,1,1,1,0,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,80,49,2,3,172,1,1,1,0,1,1,1,0,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,104,49,3,3,172,2,1,1,0,1,1,1,0,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,128,49,3,3,172,2,1,1,1,1,1,1,1,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,152,49,4,4,172,2,2,2,1,1,1,2,1,0,58,170,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,176,171,3,4,171,2,1,1,1,2,2,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,200,171,3,4,171,2,1,1,1,2,2,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,224,171,2,3,171,1,1,1,1,2,2,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,248,171,3,4,171,2,1,1,1,2,3,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,272,171,5,5,171,4,1,1,1,2,5,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,296,171,6,6,171,5,1,1,1,2,6,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,320,310,5,9,167,5,0,0,1,6,10,2,1,0,116,339,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,344,324,5,10,166,5,0,0,2,7,11,2,2,0,178,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,368,324,7,10,166,7,0,0,1,7,11,2,2,0,195,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,392,373,7,11,165,7,0,0,1,8,12,2,2,0,215,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,416,373,5,9,165,5,0,0,1,8,12,2,2,0,236,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,440,439,4,8,164,4,0,0,1,9,13,2,2,0,256,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,464,439,3,7,164,3,0,0,1,9,13,2,2,0,276,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,488,439,4,7,164,4,0,0,1,9,13,2,2,0,295,508,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,512,439,4,6,164,4,0,0,0,9,13,2,2,0,373,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,536,439,3,5,164,3,0,0,0,9,13,2,2,0,395,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,560,439,2,4,164,2,0,0,0,9,13,2,2,0,412,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,584,439,2,3,164,2,0,0,0,9,13,2,2,0,428,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,608,439,2,2,164,2,0,0,0,9,13,2,2,0,441,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,632,439,2,2,164,2,0,0,0,9,13,2,2,0,454,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,656,439,2,2,164,2,0,0,1,9,13,2,3,0,470,677,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,680,439,1,1,164,1,0,0,1,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,704,439,0,0,164,0,0,0,1,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,728,439,0,0,164,0,0,0,1,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,752,439,0,0,164,0,0,0,1,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,776,439,0,0,164,0,0,0,0,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,800,439,0,0,164,0,0,0,0,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
90.0,824,439,0,0,164,0,0,0,0,9,13,2,3,0,543,846,0.38,0.05,7,0.8,0.0722,0.0493,0.5,Equal
